filename,snapshot,bearing_id,cv_score,cv_flag
2004.02.13.15.42.39_b3_ch1,2004.02.13.15.42.39,b3_ch1,0.009034167975187302,0
2004.02.13.15.42.39_b4_ch1,2004.02.13.15.42.39,b4_ch1,0.004313027486205101,0
2004.02.13.15.52.39_b1_ch1,2004.02.13.15.52.39,b1_ch1,0.005601854994893074,0
2004.02.13.15.52.39_b2_ch1,2004.02.13.15.52.39,b2_ch1,0.0056206719018518925,0
2004.02.13.15.52.39_b3_ch1,2004.02.13.15.52.39,b3_ch1,0.007621409371495247,0
2004.02.13.15.52.39_b4_ch1,2004.02.13.15.52.39,b4_ch1,0.005099074449390173,0
2004.02.13.16.02.39_b1_ch1,2004.02.13.16.02.39,b1_ch1,0.005270565394312143,0
2004.02.13.16.02.39_b2_ch1,2004.02.13.16.02.39,b2_ch1,0.005857549607753754,0
2004.02.13.16.02.39_b3_ch1,2004.02.13.16.02.39,b3_ch1,0.008432184346020222,0
2004.02.13.16.02.39_b4_ch1,2004.02.13.16.02.39,b4_ch1,0.005917195696383715,0
2004.02.13.16.12.39_b1_ch1,2004.02.13.16.12.39,b1_ch1,0.006597000639885664,0
2004.02.13.16.12.39_b2_ch1,2004.02.13.16.12.39,b2_ch1,0.005448182579129934,0
2004.02.13.16.12.39_b3_ch1,2004.02.13.16.12.39,b3_ch1,0.009761656634509563,0
2004.02.13.16.12.39_b4_ch1,2004.02.13.16.12.39,b4_ch1,0.005133950617164373,0
2004.02.13.16.22.39_b1_ch1,2004.02.13.16.22.39,b1_ch1,0.006186001002788544,0
2004.02.13.16.22.39_b2_ch1,2004.02.13.16.22.39,b2_ch1,0.006023433059453964,0
2004.02.13.16.22.39_b3_ch1,2004.02.13.16.22.39,b3_ch1,0.008216419257223606,0
2004.02.13.16.22.39_b4_ch1,2004.02.13.16.22.39,b4_ch1,0.006042105611413717,0
2004.02.13.16.32.39_b1_ch1,2004.02.13.16.32.39,b1_ch1,0.00707893306389451,0
2004.02.13.16.32.39_b2_ch1,2004.02.13.16.32.39,b2_ch1,0.003922469913959503,0
2004.02.13.16.32.39_b3_ch1,2004.02.13.16.32.39,b3_ch1,0.009893783368170261,0
2004.02.13.16.32.39_b4_ch1,2004.02.13.16.32.39,b4_ch1,0.0044722165912389755,0
2004.02.13.16.42.39_b1_ch1,2004.02.13.16.42.39,b1_ch1,0.005631641950458288,0
2004.02.13.16.42.39_b2_ch1,2004.02.13.16.42.39,b2_ch1,0.005100097972899675,0
2004.02.13.16.42.39_b3_ch1,2004.02.13.16.42.39,b3_ch1,0.0074614775367081165,0
2004.02.13.16.42.39_b4_ch1,2004.02.13.16.42.39,b4_ch1,0.005848793778568506,0
2004.02.13.16.52.39_b1_ch1,2004.02.13.16.52.39,b1_ch1,0.005222704261541367,0
2004.02.13.16.52.39_b2_ch1,2004.02.13.16.52.39,b2_ch1,0.005145023111253977,0
2004.02.13.16.52.39_b3_ch1,2004.02.13.16.52.39,b3_ch1,0.013022338040173054,1
2004.02.13.16.52.39_b4_ch1,2004.02.13.16.52.39,b4_ch1,0.007449109107255936,0
2004.02.13.17.02.39_b1_ch1,2004.02.13.17.02.39,b1_ch1,0.005997287575155497,0
2004.02.13.17.02.39_b2_ch1,2004.02.13.17.02.39,b2_ch1,0.006979942787438631,0
2004.02.13.17.02.39_b3_ch1,2004.02.13.17.02.39,b3_ch1,0.007529913913458586,0
2004.02.13.17.02.39_b4_ch1,2004.02.13.17.02.39,b4_ch1,0.005925333127379417,0
2004.02.13.17.12.39_b1_ch1,2004.02.13.17.12.39,b1_ch1,0.005967306438833475,0
2004.02.13.17.12.39_b2_ch1,2004.02.13.17.12.39,b2_ch1,0.005134408827871084,0
2004.02.13.17.12.39_b3_ch1,2004.02.13.17.12.39,b3_ch1,0.0077790189534425735,0
2004.02.13.17.12.39_b4_ch1,2004.02.13.17.12.39,b4_ch1,0.006797879934310913,0
2004.02.13.17.22.39_b1_ch1,2004.02.13.17.22.39,b1_ch1,0.004226335324347019,0
2004.02.13.17.22.39_b2_ch1,2004.02.13.17.22.39,b2_ch1,0.006023818626999855,0
2004.02.13.17.22.39_b3_ch1,2004.02.13.17.22.39,b3_ch1,0.009535043500363827,0
2004.02.13.17.22.39_b4_ch1,2004.02.13.17.22.39,b4_ch1,0.004157496150583029,0
2004.02.13.17.32.39_b1_ch1,2004.02.13.17.32.39,b1_ch1,0.006171938497573137,0
2004.02.13.17.32.39_b2_ch1,2004.02.13.17.32.39,b2_ch1,0.00577748566865921,0
2004.02.13.17.32.39_b3_ch1,2004.02.13.17.32.39,b3_ch1,0.012132010422647,0
2004.02.13.17.32.39_b4_ch1,2004.02.13.17.32.39,b4_ch1,0.004369689151644707,0
2004.02.13.17.42.39_b1_ch1,2004.02.13.17.42.39,b1_ch1,0.0041887699626386166,0
2004.02.13.17.42.39_b2_ch1,2004.02.13.17.42.39,b2_ch1,0.005486797541379929,0
2004.02.13.17.42.39_b3_ch1,2004.02.13.17.42.39,b3_ch1,0.008556489832699299,0
2004.02.13.17.42.39_b4_ch1,2004.02.13.17.42.39,b4_ch1,0.0061492095701396465,0
2004.02.13.17.52.39_b1_ch1,2004.02.13.17.52.39,b1_ch1,0.004966581705957651,0
2004.02.13.17.52.39_b2_ch1,2004.02.13.17.52.39,b2_ch1,0.00481320358812809,0
2004.02.13.17.52.39_b3_ch1,2004.02.13.17.52.39,b3_ch1,0.01096734032034874,0
2004.02.13.17.52.39_b4_ch1,2004.02.13.17.52.39,b4_ch1,0.008278883062303066,0
2004.02.13.18.02.39_b1_ch1,2004.02.13.18.02.39,b1_ch1,0.005451597273349762,0
2004.02.13.18.02.39_b2_ch1,2004.02.13.18.02.39,b2_ch1,0.005257896613329649,0
2004.02.13.18.02.39_b3_ch1,2004.02.13.18.02.39,b3_ch1,0.008669639937579632,0
2004.02.13.18.02.39_b4_ch1,2004.02.13.18.02.39,b4_ch1,0.005625789985060692,0
2004.02.13.18.12.39_b1_ch1,2004.02.13.18.12.39,b1_ch1,0.005029264371842146,0
2004.02.13.18.12.39_b2_ch1,2004.02.13.18.12.39,b2_ch1,0.00466335192322731,0
2004.02.13.18.12.39_b3_ch1,2004.02.13.18.12.39,b3_ch1,0.010354810394346714,0
2004.02.13.18.12.39_b4_ch1,2004.02.13.18.12.39,b4_ch1,0.006371705327183008,0
2004.02.13.18.22.39_b1_ch1,2004.02.13.18.22.39,b1_ch1,0.004366625566035509,0
2004.02.13.18.22.39_b2_ch1,2004.02.13.18.22.39,b2_ch1,0.005470877513289452,0
2004.02.13.18.22.39_b3_ch1,2004.02.13.18.22.39,b3_ch1,0.00865414272993803,0
2004.02.13.18.22.39_b4_ch1,2004.02.13.18.22.39,b4_ch1,0.005271710455417633,0
2004.02.13.18.32.39_b1_ch1,2004.02.13.18.32.39,b1_ch1,0.004568169359117746,0
2004.02.13.18.32.39_b2_ch1,2004.02.13.18.32.39,b2_ch1,0.004453799221664667,0
2004.02.13.18.32.39_b3_ch1,2004.02.13.18.32.39,b3_ch1,0.009095030836760998,0
2004.02.13.18.32.39_b4_ch1,2004.02.13.18.32.39,b4_ch1,0.0048578656278550625,0
2004.02.13.18.42.39_b1_ch1,2004.02.13.18.42.39,b1_ch1,0.00422973046079278,0
2004.02.13.18.42.39_b2_ch1,2004.02.13.18.42.39,b2_ch1,0.0064892880618572235,0
2004.02.13.18.42.39_b3_ch1,2004.02.13.18.42.39,b3_ch1,0.009577234275639057,0
2004.02.13.18.42.39_b4_ch1,2004.02.13.18.42.39,b4_ch1,0.006152046378701925,0
2004.02.13.18.52.39_b1_ch1,2004.02.13.18.52.39,b1_ch1,0.00749152572825551,0
2004.02.13.18.52.39_b2_ch1,2004.02.13.18.52.39,b2_ch1,0.005224496126174927,0
2004.02.13.18.52.39_b3_ch1,2004.02.13.18.52.39,b3_ch1,0.00943659245967865,0
2004.02.13.18.52.39_b4_ch1,2004.02.13.18.52.39,b4_ch1,0.004491839557886124,0
2004.02.13.19.02.39_b1_ch1,2004.02.13.19.02.39,b1_ch1,0.005600125063210726,0
2004.02.13.19.02.39_b2_ch1,2004.02.13.19.02.39,b2_ch1,0.006260586902499199,0
2004.02.13.19.02.39_b3_ch1,2004.02.13.19.02.39,b3_ch1,0.011550478637218475,0
2004.02.13.19.02.39_b4_ch1,2004.02.13.19.02.39,b4_ch1,0.0060928273014724255,0
2004.02.13.19.12.39_b1_ch1,2004.02.13.19.12.39,b1_ch1,0.006592331919819117,0
2004.02.13.19.12.39_b2_ch1,2004.02.13.19.12.39,b2_ch1,0.006269997451454401,0
2004.02.13.19.12.39_b3_ch1,2004.02.13.19.12.39,b3_ch1,0.010105854831635952,0
2004.02.13.19.12.39_b4_ch1,2004.02.13.19.12.39,b4_ch1,0.004991187714040279,0
2004.02.13.19.22.39_b1_ch1,2004.02.13.19.22.39,b1_ch1,0.005871748086065054,0
2004.02.13.19.22.39_b2_ch1,2004.02.13.19.22.39,b2_ch1,0.0050756861455738544,0
2004.02.13.19.22.39_b3_ch1,2004.02.13.19.22.39,b3_ch1,0.00878813024610281,0
2004.02.13.19.22.39_b4_ch1,2004.02.13.19.22.39,b4_ch1,0.006369035691022873,0
2004.02.13.19.32.39_b1_ch1,2004.02.13.19.32.39,b1_ch1,0.0065543800592422485,0
2004.02.13.19.32.39_b2_ch1,2004.02.13.19.32.39,b2_ch1,0.005815133452415466,0
2004.02.13.19.32.39_b3_ch1,2004.02.13.19.32.39,b3_ch1,0.0067083463072776794,0
2004.02.13.19.32.39_b4_ch1,2004.02.13.19.32.39,b4_ch1,0.004920996725559235,0
2004.02.13.19.42.39_b1_ch1,2004.02.13.19.42.39,b1_ch1,0.0060522002167999744,0
2004.02.13.19.42.39_b2_ch1,2004.02.13.19.42.39,b2_ch1,0.006086769979447126,0
2004.02.13.19.42.39_b3_ch1,2004.02.13.19.42.39,b3_ch1,0.009049933403730392,0
2004.02.13.19.42.39_b4_ch1,2004.02.13.19.42.39,b4_ch1,0.00813953299075365,0
2004.02.13.19.52.39_b1_ch1,2004.02.13.19.52.39,b1_ch1,0.008003444410860538,0
2004.02.13.19.52.39_b2_ch1,2004.02.13.19.52.39,b2_ch1,0.0057195015251636505,0
2004.02.13.19.52.39_b3_ch1,2004.02.13.19.52.39,b3_ch1,0.011211126111447811,0
2004.02.13.19.52.39_b4_ch1,2004.02.13.19.52.39,b4_ch1,0.007949378341436386,0
2004.02.13.20.02.39_b1_ch1,2004.02.13.20.02.39,b1_ch1,0.005658791866153479,0
2004.02.13.20.02.39_b2_ch1,2004.02.13.20.02.39,b2_ch1,0.005300616379827261,0
2004.02.13.20.02.39_b3_ch1,2004.02.13.20.02.39,b3_ch1,0.006544333416968584,0
2004.02.13.20.02.39_b4_ch1,2004.02.13.20.02.39,b4_ch1,0.004355104174464941,0
2004.02.13.20.12.39_b1_ch1,2004.02.13.20.12.39,b1_ch1,0.005178104620426893,0
2004.02.13.20.12.39_b2_ch1,2004.02.13.20.12.39,b2_ch1,0.006735148373991251,0
2004.02.13.20.12.39_b3_ch1,2004.02.13.20.12.39,b3_ch1,0.008778090588748455,0
2004.02.13.20.12.39_b4_ch1,2004.02.13.20.12.39,b4_ch1,0.005857712123543024,0
2004.02.13.20.22.39_b1_ch1,2004.02.13.20.22.39,b1_ch1,0.005100973416119814,0
2004.02.13.20.22.39_b2_ch1,2004.02.13.20.22.39,b2_ch1,0.004952486604452133,0
2004.02.13.20.22.39_b3_ch1,2004.02.13.20.22.39,b3_ch1,0.010918320156633854,0
2004.02.13.20.22.39_b4_ch1,2004.02.13.20.22.39,b4_ch1,0.00454685790464282,0
2004.02.13.20.32.39_b1_ch1,2004.02.13.20.32.39,b1_ch1,0.004538086708635092,0
2004.02.13.20.32.39_b2_ch1,2004.02.13.20.32.39,b2_ch1,0.005414025858044624,0
2004.02.13.20.32.39_b3_ch1,2004.02.13.20.32.39,b3_ch1,0.010940576903522015,0
2004.02.13.20.32.39_b4_ch1,2004.02.13.20.32.39,b4_ch1,0.0056265718303620815,0
2004.02.13.20.42.39_b1_ch1,2004.02.13.20.42.39,b1_ch1,0.004893514793366194,0
2004.02.13.20.42.39_b2_ch1,2004.02.13.20.42.39,b2_ch1,0.006890831980854273,0
2004.02.13.20.42.39_b3_ch1,2004.02.13.20.42.39,b3_ch1,0.007667314726859331,0
2004.02.13.20.42.39_b4_ch1,2004.02.13.20.42.39,b4_ch1,0.006681479047983885,0
2004.02.13.20.52.39_b1_ch1,2004.02.13.20.52.39,b1_ch1,0.005462018772959709,0
2004.02.13.20.52.39_b2_ch1,2004.02.13.20.52.39,b2_ch1,0.005109765101224184,0
2004.02.13.20.52.39_b3_ch1,2004.02.13.20.52.39,b3_ch1,0.010611099191009998,0
2004.02.13.20.52.39_b4_ch1,2004.02.13.20.52.39,b4_ch1,0.007516928017139435,0
2004.02.13.21.02.39_b1_ch1,2004.02.13.21.02.39,b1_ch1,0.007077408488839865,0
2004.02.13.21.02.39_b2_ch1,2004.02.13.21.02.39,b2_ch1,0.005871548783034086,0
2004.02.13.21.02.39_b3_ch1,2004.02.13.21.02.39,b3_ch1,0.00801645778119564,0
2004.02.13.21.02.39_b4_ch1,2004.02.13.21.02.39,b4_ch1,0.004057790618389845,0
2004.02.13.21.12.39_b1_ch1,2004.02.13.21.12.39,b1_ch1,0.0055132280103862286,0
2004.02.13.21.12.39_b2_ch1,2004.02.13.21.12.39,b2_ch1,0.004999495577067137,0
2004.02.13.21.12.39_b3_ch1,2004.02.13.21.12.39,b3_ch1,0.006268724799156189,0
2004.02.13.21.12.39_b4_ch1,2004.02.13.21.12.39,b4_ch1,0.00700850086286664,0
2004.02.13.21.22.39_b1_ch1,2004.02.13.21.22.39,b1_ch1,0.006286647170782089,0
2004.02.13.21.22.39_b2_ch1,2004.02.13.21.22.39,b2_ch1,0.00453477306291461,0
2004.02.13.21.22.39_b3_ch1,2004.02.13.21.22.39,b3_ch1,0.008023105561733246,0
2004.02.13.21.22.39_b4_ch1,2004.02.13.21.22.39,b4_ch1,0.007083475589752197,0
2004.02.13.21.32.39_b1_ch1,2004.02.13.21.32.39,b1_ch1,0.006198972929269075,0
2004.02.13.21.32.39_b2_ch1,2004.02.13.21.32.39,b2_ch1,0.0052959811873734,0
2004.02.13.21.32.39_b3_ch1,2004.02.13.21.32.39,b3_ch1,0.008383735083043575,0
2004.02.13.21.32.39_b4_ch1,2004.02.13.21.32.39,b4_ch1,0.004726680461317301,0
2004.02.13.21.42.39_b1_ch1,2004.02.13.21.42.39,b1_ch1,0.007754243444651365,0
2004.02.13.21.42.39_b2_ch1,2004.02.13.21.42.39,b2_ch1,0.005384327843785286,0
2004.02.13.21.42.39_b3_ch1,2004.02.13.21.42.39,b3_ch1,0.011370976455509663,0
2004.02.13.21.42.39_b4_ch1,2004.02.13.21.42.39,b4_ch1,0.006307568401098251,0
2004.02.13.21.52.39_b1_ch1,2004.02.13.21.52.39,b1_ch1,0.005802808795124292,0
2004.02.13.21.52.39_b2_ch1,2004.02.13.21.52.39,b2_ch1,0.0057917144149541855,0
2004.02.13.21.52.39_b3_ch1,2004.02.13.21.52.39,b3_ch1,0.009102069772779942,0
2004.02.13.21.52.39_b4_ch1,2004.02.13.21.52.39,b4_ch1,0.005946699529886246,0
2004.02.13.22.02.39_b1_ch1,2004.02.13.22.02.39,b1_ch1,0.005770628806203604,0
2004.02.13.22.02.39_b2_ch1,2004.02.13.22.02.39,b2_ch1,0.005371705163270235,0
2004.02.13.22.02.39_b3_ch1,2004.02.13.22.02.39,b3_ch1,0.007357699330896139,0
2004.02.13.22.02.39_b4_ch1,2004.02.13.22.02.39,b4_ch1,0.0072086951695382595,0
2004.02.13.22.12.39_b1_ch1,2004.02.13.22.12.39,b1_ch1,0.005589535925537348,0
2004.02.13.22.12.39_b2_ch1,2004.02.13.22.12.39,b2_ch1,0.004702651873230934,0
2004.02.13.22.12.39_b3_ch1,2004.02.13.22.12.39,b3_ch1,0.010430029593408108,0
2004.02.13.22.12.39_b4_ch1,2004.02.13.22.12.39,b4_ch1,0.0066176834516227245,0
2004.02.13.22.22.39_b1_ch1,2004.02.13.22.22.39,b1_ch1,0.006256855558604002,0
2004.02.13.22.22.39_b2_ch1,2004.02.13.22.22.39,b2_ch1,0.00593414856120944,0
2004.02.13.22.22.39_b3_ch1,2004.02.13.22.22.39,b3_ch1,0.00944636482745409,0
2004.02.13.22.22.39_b4_ch1,2004.02.13.22.22.39,b4_ch1,0.005790118593722582,0
2004.02.13.22.32.39_b1_ch1,2004.02.13.22.32.39,b1_ch1,0.00506127392873168,0
2004.02.13.22.32.39_b2_ch1,2004.02.13.22.32.39,b2_ch1,0.005439698696136475,0
2004.02.13.22.32.39_b3_ch1,2004.02.13.22.32.39,b3_ch1,0.00893592368811369,0
2004.02.13.22.32.39_b4_ch1,2004.02.13.22.32.39,b4_ch1,0.004374064039438963,0
2004.02.13.22.42.39_b1_ch1,2004.02.13.22.42.39,b1_ch1,0.004616943188011646,0
2004.02.13.22.42.39_b2_ch1,2004.02.13.22.42.39,b2_ch1,0.00558257894590497,0
2004.02.13.22.42.39_b3_ch1,2004.02.13.22.42.39,b3_ch1,0.006056744605302811,0
2004.02.13.22.42.39_b4_ch1,2004.02.13.22.42.39,b4_ch1,0.005858296062797308,0
2004.02.13.22.52.39_b1_ch1,2004.02.13.22.52.39,b1_ch1,0.0065343137830495834,0
2004.02.13.22.52.39_b2_ch1,2004.02.13.22.52.39,b2_ch1,0.005974988918751478,0
2004.02.13.22.52.39_b3_ch1,2004.02.13.22.52.39,b3_ch1,0.007251070346683264,0
2004.02.13.22.52.39_b4_ch1,2004.02.13.22.52.39,b4_ch1,0.0038313083350658417,0
2004.02.13.23.02.39_b1_ch1,2004.02.13.23.02.39,b1_ch1,0.004942983388900757,0
2004.02.13.23.02.39_b2_ch1,2004.02.13.23.02.39,b2_ch1,0.00554189458489418,0
2004.02.13.23.02.39_b3_ch1,2004.02.13.23.02.39,b3_ch1,0.00884940568357706,0
2004.02.13.23.02.39_b4_ch1,2004.02.13.23.02.39,b4_ch1,0.0065557523630559444,0
2004.02.13.23.12.39_b1_ch1,2004.02.13.23.12.39,b1_ch1,0.007078749593347311,0
2004.02.13.23.12.39_b2_ch1,2004.02.13.23.12.39,b2_ch1,0.005799624603241682,0
2004.02.13.23.12.39_b3_ch1,2004.02.13.23.12.39,b3_ch1,0.008050345815718174,0
2004.02.13.23.12.39_b4_ch1,2004.02.13.23.12.39,b4_ch1,0.006260968744754791,0
2004.02.13.23.22.39_b1_ch1,2004.02.13.23.22.39,b1_ch1,0.007451281417161226,0
2004.02.13.23.22.39_b2_ch1,2004.02.13.23.22.39,b2_ch1,0.005352069158107042,0
2004.02.13.23.22.39_b3_ch1,2004.02.13.23.22.39,b3_ch1,0.010002206079661846,0
2004.02.13.23.22.39_b4_ch1,2004.02.13.23.22.39,b4_ch1,0.006786135956645012,0
2004.02.13.23.32.39_b1_ch1,2004.02.13.23.32.39,b1_ch1,0.006360888015478849,0
2004.02.13.23.32.39_b2_ch1,2004.02.13.23.32.39,b2_ch1,0.006259968038648367,0
2004.02.13.23.32.39_b3_ch1,2004.02.13.23.32.39,b3_ch1,0.006697826087474823,0
2004.02.13.23.32.39_b4_ch1,2004.02.13.23.32.39,b4_ch1,0.007560320198535919,0
2004.02.13.23.42.39_b1_ch1,2004.02.13.23.42.39,b1_ch1,0.006579425651580095,0
2004.02.13.23.42.39_b2_ch1,2004.02.13.23.42.39,b2_ch1,0.0065887668170034885,0
2004.02.13.23.42.39_b3_ch1,2004.02.13.23.42.39,b3_ch1,0.008447831496596336,0
2004.02.13.23.42.39_b4_ch1,2004.02.13.23.42.39,b4_ch1,0.007083728909492493,0
2004.02.13.23.52.39_b1_ch1,2004.02.13.23.52.39,b1_ch1,0.0064477622509002686,0
2004.02.13.23.52.39_b2_ch1,2004.02.13.23.52.39,b2_ch1,0.005282225552946329,0
2004.02.13.23.52.39_b3_ch1,2004.02.13.23.52.39,b3_ch1,0.008978390134871006,0
2004.02.13.23.52.39_b4_ch1,2004.02.13.23.52.39,b4_ch1,0.007552251685410738,0
2004.02.14.00.02.39_b1_ch1,2004.02.14.00.02.39,b1_ch1,0.004605140071362257,0
2004.02.14.00.02.39_b2_ch1,2004.02.14.00.02.39,b2_ch1,0.006856096908450127,0
2004.02.14.00.02.39_b3_ch1,2004.02.14.00.02.39,b3_ch1,0.010071583092212677,0
2004.02.14.00.02.39_b4_ch1,2004.02.14.00.02.39,b4_ch1,0.004980142693966627,0
2004.02.14.00.12.39_b1_ch1,2004.02.14.00.12.39,b1_ch1,0.0051679485477507114,0
2004.02.14.00.12.39_b2_ch1,2004.02.14.00.12.39,b2_ch1,0.006107661407440901,0
2004.02.14.00.12.39_b3_ch1,2004.02.14.00.12.39,b3_ch1,0.007124083116650581,0
2004.02.14.00.12.39_b4_ch1,2004.02.14.00.12.39,b4_ch1,0.005962678696960211,0
2004.02.14.00.22.39_b1_ch1,2004.02.14.00.22.39,b1_ch1,0.005788844078779221,0
2004.02.14.00.22.39_b2_ch1,2004.02.14.00.22.39,b2_ch1,0.00565502280369401,0
2004.02.14.00.22.39_b3_ch1,2004.02.14.00.22.39,b3_ch1,0.012929175980389118,1
2004.02.14.00.22.39_b4_ch1,2004.02.14.00.22.39,b4_ch1,0.006278883200138807,0
2004.02.14.00.32.39_b1_ch1,2004.02.14.00.32.39,b1_ch1,0.005331322085112333,0
2004.02.14.00.32.39_b2_ch1,2004.02.14.00.32.39,b2_ch1,0.005779344588518143,0
2004.02.14.00.32.39_b3_ch1,2004.02.14.00.32.39,b3_ch1,0.009647474624216557,0
2004.02.14.00.32.39_b4_ch1,2004.02.14.00.32.39,b4_ch1,0.006539857015013695,0
2004.02.14.00.42.39_b1_ch1,2004.02.14.00.42.39,b1_ch1,0.004704383667558432,0
2004.02.14.00.42.39_b2_ch1,2004.02.14.00.42.39,b2_ch1,0.004719620104879141,0
2004.02.14.00.42.39_b3_ch1,2004.02.14.00.42.39,b3_ch1,0.010341634973883629,0
2004.02.14.00.42.39_b4_ch1,2004.02.14.00.42.39,b4_ch1,0.006282517220824957,0
2004.02.14.00.52.39_b1_ch1,2004.02.14.00.52.39,b1_ch1,0.003343709511682391,0
2004.02.14.00.52.39_b2_ch1,2004.02.14.00.52.39,b2_ch1,0.005830364301800728,0
2004.02.14.00.52.39_b3_ch1,2004.02.14.00.52.39,b3_ch1,0.011670886538922787,0
2004.02.14.00.52.39_b4_ch1,2004.02.14.00.52.39,b4_ch1,0.0051321773789823055,0
2004.02.14.01.02.39_b1_ch1,2004.02.14.01.02.39,b1_ch1,0.006143496837466955,0
2004.02.14.01.02.39_b2_ch1,2004.02.14.01.02.39,b2_ch1,0.00614576181396842,0
2004.02.14.01.02.39_b3_ch1,2004.02.14.01.02.39,b3_ch1,0.006901059299707413,0
2004.02.14.01.02.39_b4_ch1,2004.02.14.01.02.39,b4_ch1,0.00588627764955163,0
2004.02.14.01.12.39_b1_ch1,2004.02.14.01.12.39,b1_ch1,0.0052107833325862885,0
2004.02.14.01.12.39_b2_ch1,2004.02.14.01.12.39,b2_ch1,0.005743471905589104,0
2004.02.14.01.12.39_b3_ch1,2004.02.14.01.12.39,b3_ch1,0.007336675655096769,0
2004.02.14.01.12.39_b4_ch1,2004.02.14.01.12.39,b4_ch1,0.0035346245858818293,0
2004.02.14.01.22.39_b1_ch1,2004.02.14.01.22.39,b1_ch1,0.005212624091655016,0
2004.02.14.01.22.39_b2_ch1,2004.02.14.01.22.39,b2_ch1,0.0071459547616541386,0
2004.02.14.01.22.39_b3_ch1,2004.02.14.01.22.39,b3_ch1,0.007087597623467445,0
2004.02.14.01.22.39_b4_ch1,2004.02.14.01.22.39,b4_ch1,0.005405290052294731,0
2004.02.14.01.32.39_b1_ch1,2004.02.14.01.32.39,b1_ch1,0.005473613739013672,0
2004.02.14.01.32.39_b2_ch1,2004.02.14.01.32.39,b2_ch1,0.004376559052616358,0
2004.02.14.01.32.39_b3_ch1,2004.02.14.01.32.39,b3_ch1,0.008210395462810993,0
2004.02.14.01.32.39_b4_ch1,2004.02.14.01.32.39,b4_ch1,0.007085552904754877,0
2004.02.14.01.42.39_b1_ch1,2004.02.14.01.42.39,b1_ch1,0.006504885386675596,0
2004.02.14.01.42.39_b2_ch1,2004.02.14.01.42.39,b2_ch1,0.0063681104220449924,0
2004.02.14.01.42.39_b3_ch1,2004.02.14.01.42.39,b3_ch1,0.009658855386078358,0
2004.02.14.01.42.39_b4_ch1,2004.02.14.01.42.39,b4_ch1,0.00558210164308548,0
2004.02.14.01.52.39_b1_ch1,2004.02.14.01.52.39,b1_ch1,0.005139418411999941,0
2004.02.14.01.52.39_b2_ch1,2004.02.14.01.52.39,b2_ch1,0.005472688004374504,0
2004.02.14.01.52.39_b3_ch1,2004.02.14.01.52.39,b3_ch1,0.008638360537588596,0
2004.02.14.01.52.39_b4_ch1,2004.02.14.01.52.39,b4_ch1,0.008242263458669186,0
2004.02.14.02.02.39_b1_ch1,2004.02.14.02.02.39,b1_ch1,0.004792277701199055,0
2004.02.14.02.02.39_b2_ch1,2004.02.14.02.02.39,b2_ch1,0.0068248361349105835,0
2004.02.14.02.02.39_b3_ch1,2004.02.14.02.02.39,b3_ch1,0.012008381076157093,0
2004.02.14.02.02.39_b4_ch1,2004.02.14.02.02.39,b4_ch1,0.006815796252340078,0
2004.02.14.02.12.39_b1_ch1,2004.02.14.02.12.39,b1_ch1,0.00515006436035037,0
2004.02.14.02.12.39_b2_ch1,2004.02.14.02.12.39,b2_ch1,0.005076596513390541,0
2004.02.14.02.12.39_b3_ch1,2004.02.14.02.12.39,b3_ch1,0.010719147510826588,0
2004.02.14.02.12.39_b4_ch1,2004.02.14.02.12.39,b4_ch1,0.004948655609041452,0
2004.02.14.02.22.39_b1_ch1,2004.02.14.02.22.39,b1_ch1,0.006515937391668558,0
2004.02.14.02.22.39_b2_ch1,2004.02.14.02.22.39,b2_ch1,0.005553264170885086,0
2004.02.14.02.22.39_b3_ch1,2004.02.14.02.22.39,b3_ch1,0.007183483336120844,0
2004.02.14.02.22.39_b4_ch1,2004.02.14.02.22.39,b4_ch1,0.0065762498416006565,0
2004.02.14.02.32.39_b1_ch1,2004.02.14.02.32.39,b1_ch1,0.006425332278013229,0
2004.02.14.02.32.39_b2_ch1,2004.02.14.02.32.39,b2_ch1,0.006052700337022543,0
2004.02.14.02.32.39_b3_ch1,2004.02.14.02.32.39,b3_ch1,0.010066533461213112,0
2004.02.14.02.32.39_b4_ch1,2004.02.14.02.32.39,b4_ch1,0.003330880543217063,0
2004.02.14.02.42.39_b1_ch1,2004.02.14.02.42.39,b1_ch1,0.0040915170684456825,0
2004.02.14.02.42.39_b2_ch1,2004.02.14.02.42.39,b2_ch1,0.006205498706549406,0
2004.02.14.02.42.39_b3_ch1,2004.02.14.02.42.39,b3_ch1,0.010314907878637314,0
2004.02.14.02.42.39_b4_ch1,2004.02.14.02.42.39,b4_ch1,0.006402343511581421,0
2004.02.14.02.52.39_b1_ch1,2004.02.14.02.52.39,b1_ch1,0.005358356516808271,0
2004.02.14.02.52.39_b2_ch1,2004.02.14.02.52.39,b2_ch1,0.006922304630279541,0
2004.02.14.02.52.39_b3_ch1,2004.02.14.02.52.39,b3_ch1,0.008488706313073635,0
2004.02.14.02.52.39_b4_ch1,2004.02.14.02.52.39,b4_ch1,0.006295777857303619,0
2004.02.14.03.02.39_b1_ch1,2004.02.14.03.02.39,b1_ch1,0.004111991263926029,0
2004.02.14.03.02.39_b2_ch1,2004.02.14.03.02.39,b2_ch1,0.005372596904635429,0
2004.02.14.03.02.39_b3_ch1,2004.02.14.03.02.39,b3_ch1,0.00975374411791563,0
