snapshot,b1_ch1_score,b1_ch1_flag,b2_ch1_score,b2_ch1_flag,b3_ch1_score,b3_ch1_flag,b4_ch1_score,b4_ch1_flag,composite_score,composite_flag
2004.02.13.18.12.39,-0.14646970137434345,0,-0.1843960102133927,0,-0.19058974226531022,0,-0.07909929709650332,0,-0.07909929709650332,0
2004.02.13.18.22.39,-0.11933679241768874,0,-0.19012640419598426,0,-0.17929368622036806,0,-0.05767553388177682,0,-0.05767553388177682,0
2004.02.13.18.32.39,-0.15504945597245273,0,-0.12188401131515358,0,-0.16822910844870875,0,-0.19208824721907347,0,-0.12188401131515358,0
2004.02.13.18.42.39,-0.16783100466710105,0,-0.1436001881782737,0,-0.19061947486917996,0,-0.17711353991767997,0,-0.1436001881782737,0
2004.02.13.18.52.39,-0.17876241464643022,0,-0.12644841718222932,0,-0.11797797940393273,0,-0.1972281157640307,0,-0.11797797940393273,0
2004.02.13.19.02.39,-0.07127198528108081,0,-0.07321621342424661,0,-0.1697375145188001,0,-0.07413438149068285,0,-0.07127198528108081,0
2004.02.13.19.12.39,-0.17422526739220673,0,-0.12306538498396757,0,-0.07921046904700346,0,-0.04093710603328693,0,-0.04093710603328693,0
2004.02.13.19.22.39,-0.12992360189854985,0,-0.1689828584948187,0,-0.1438926614860923,0,-0.1715842797870074,0,-0.12992360189854985,0
2004.02.13.19.32.39,-0.12284033274830458,0,-0.15509476611251288,0,-0.16612131054461843,0,-0.1751468236610348,0,-0.12284033274830458,0
2004.02.13.19.42.39,-0.17098535113955032,0,-0.1617902872138341,0,-0.15399883601986392,0,-0.18475366907126295,0,-0.15399883601986392,0
2004.02.13.19.52.39,-0.16878038597031508,0,-0.15618124856214022,0,-0.11521866359557115,0,-0.17788078206920327,0,-0.11521866359557115,0
2004.02.13.20.02.39,-0.1688943001549943,0,-0.1715523279611214,0,-0.1595550008800133,0,-0.20885340582003864,0,-0.1595550008800133,0
2004.02.13.20.12.39,-0.10745796709510913,0,-0.11123116472128391,0,-0.11770822424065319,0,-0.10087038850361041,0,-0.10087038850361041,0
2004.02.13.20.22.39,-0.15103590415220192,0,-0.1372168146505433,0,-0.1479028863975087,0,-0.18921212801254472,0,-0.1372168146505433,0
2004.02.13.20.32.39,-0.11919020765969224,0,-0.1303743810513946,0,-0.15638079380010916,0,-0.16373019349832557,0,-0.11919020765969224,0
2004.02.13.20.42.39,-0.05295079699232497,0,-0.15414610193548373,0,-0.19653330113756484,0,-0.19422155307562083,0,-0.05295079699232497,0
2004.02.13.20.52.39,-0.179878033059386,0,-0.16600740383382906,0,-0.139619171952437,0,-0.18819642207981824,0,-0.139619171952437,0
2004.02.13.21.02.39,-0.12866950881866862,0,-0.11915035086416875,0,-0.14800905187553898,0,-0.1316609378670867,0,-0.11915035086416875,0
2004.02.13.21.12.39,-0.12221423979536694,0,-0.089425794491586,0,-0.1951199506151377,0,-0.18943201993381975,0,-0.089425794491586,0
2004.02.13.21.22.39,-0.07169116599994829,0,-0.13044942773686247,0,-0.1953063089596307,0,-0.06329258358206924,0,-0.06329258358206924,0
2004.02.13.21.32.39,-0.1349887555766745,0,-0.11264712668567639,0,-0.16482128165854376,0,-0.18719137288317328,0,-0.11264712668567639,0
2004.02.13.21.42.39,-0.18270914903245355,0,-0.1569029312454121,0,-0.10551550100569385,0,-0.18730017845840607,0,-0.10551550100569385,0
2004.02.13.21.52.39,-0.16740126181465553,0,-0.12588117060707005,0,-0.09471338934775975,0,-0.1756220575430904,0,-0.09471338934775975,0
2004.02.13.22.02.39,-0.12285565065057796,0,-0.11148810830030331,0,-0.11257707312046283,0,-0.07151171289993608,0,-0.07151171289993608,0
2004.02.13.22.12.39,-0.13171319506945384,0,-0.08664019305081122,0,-0.0924621866292703,0,-0.1461768676027479,0,-0.08664019305081122,0
2004.02.13.22.22.39,-0.17484290861433727,0,-0.11688395053033424,0,-0.15394070148709094,0,-0.19271861691354453,0,-0.11688395053033424,0
2004.02.13.22.32.39,-0.20432433363623292,0,-0.11820116076994686,0,-0.17828971736973231,0,-0.17057573808323984,0,-0.11820116076994686,0
2004.02.13.22.42.39,-0.0697267487570693,0,-0.1828244308814705,0,-0.15964977622926374,0,-0.17436986841451002,0,-0.0697267487570693,0
2004.02.13.22.52.39,-0.176001153746429,0,-0.1909630342830969,0,-0.16601772990100122,0,-0.14662781329604885,0,-0.14662781329604885,0
2004.02.13.23.02.39,-0.16848133819356131,0,-0.11768418039317058,0,-0.17855793063751285,0,-0.20153754043534416,0,-0.11768418039317058,0
2004.02.13.23.12.39,-0.09115582542930584,0,-0.17681316042373146,0,-0.13636030705387797,0,-0.20290629885406364,0,-0.09115582542930584,0
2004.02.13.23.22.39,-0.16520741837528524,0,-0.12109978702631202,0,-0.10854361000173668,0,-0.1682218042757878,0,-0.10854361000173668,0
2004.02.13.23.32.39,-0.16287563991031317,0,-0.18694347267796485,0,-0.14081189510683906,0,-0.15894776341243222,0,-0.14081189510683906,0
2004.02.13.23.42.39,-0.14012074549924008,0,-0.1428895790193342,0,-0.14226601694383323,0,-0.1024765581335349,0,-0.1024765581335349,0
2004.02.13.23.52.39,-0.17853095106670108,0,-0.14779658139667978,0,-0.19190336467139996,0,-0.155755702283482,0,-0.14779658139667978,0
2004.02.14.00.02.39,-0.10082748510792106,0,-0.07786304450209819,0,-0.15881467578815472,0,-0.1121611014909148,0,-0.07786304450209819,0
2004.02.14.00.12.39,-0.06985065399665502,0,-0.07024164651141102,0,-0.14976024142660482,0,-0.09422438080349432,0,-0.06985065399665502,0
2004.02.14.00.22.39,-0.14551499479072255,0,-0.1931419492169701,0,-0.14394955215293614,0,-0.18543169341989557,0,-0.14394955215293614,0
2004.02.14.00.32.39,-0.16325693354744197,0,-0.10393181161800541,0,-0.21671359338760804,0,-0.1584815831942109,0,-0.10393181161800541,0
2004.02.14.00.42.39,-0.18737740194726882,0,-0.1573732087234762,0,-0.07301870293184998,0,-0.17824219505922473,0,-0.07301870293184998,0
2004.02.14.00.52.39,-0.18457393396745603,0,-0.11464768123012731,0,-0.17299270963384594,0,-0.18643469457700096,0,-0.11464768123012731,0
2004.02.14.01.02.39,-0.13286208274672,0,-0.17452746414573245,0,-0.15541947545903118,0,-0.1328150558358442,0,-0.1328150558358442,0
2004.02.14.01.12.39,-0.15768059074018165,0,-0.11535538410376506,0,-0.19519952626615927,0,-0.1616080614304683,0,-0.11535538410376506,0
2004.02.14.01.22.39,-0.17815433828778776,0,-0.033092299876477105,0,-0.11008326463090617,0,-0.03195063827161437,0,-0.03195063827161437,0
2004.02.14.01.32.39,-0.1610197137908586,0,-0.14000834730409334,0,-0.13380619233132846,0,-0.1689864839556401,0,-0.13380619233132846,0
2004.02.14.01.42.39,-0.18115180896504746,0,-0.11476708716038764,0,-0.12545278747238298,0,-0.17979548184961008,0,-0.11476708716038764,0
2004.02.14.01.52.39,-0.14943441377751565,0,-0.15250073814308507,0,-0.07935413107218847,0,-0.20770722442984463,0,-0.07935413107218847,0
2004.02.14.02.02.39,-0.1079471599028714,0,-0.15698325278067116,0,-0.1525610909032889,0,-0.14756911755124158,0,-0.1079471599028714,0
2004.02.14.02.12.39,-0.06158329721492606,0,-0.1629643855023995,0,-0.18432345601737382,0,-0.17971967276472384,0,-0.06158329721492606,0
2004.02.14.02.22.39,-0.16346346730562156,0,-0.1812906147875073,0,-0.16622700224533177,0,-0.1518325316955217,0,-0.1518325316955217,0
2004.02.14.02.32.39,-0.19292378005586358,0,-0.1817513322508526,0,-0.18292852620749905,0,-0.17392929378465055,0,-0.17392929378465055,0
2004.02.14.02.42.39,-0.16282788548225824,0,-0.14140089866700206,0,-0.1632172045151833,0,-0.16397900912893382,0,-0.14140089866700206,0
2004.02.14.02.52.39,-0.15053691889497473,0,-0.178523170329993,0,-0.0351952963982175,0,-0.20045306857787037,0,-0.0351952963982175,0
2004.02.14.03.02.39,-0.16931715863234087,0,-0.1716999203001361,0,-0.18746985074328076,0,-0.1770190323920987,0,-0.16931715863234087,0
2004.02.14.03.12.39,-0.18725266120511952,0,-0.17117160546971838,0,-0.12570621084057254,0,-0.2109492811052442,0,-0.12570621084057254,0
2004.02.14.03.22.39,-0.12275978990894904,0,-0.16860328612587555,0,-0.11790074600969824,0,-0.07046708035027482,0,-0.07046708035027482,0
2004.02.14.03.32.39,-0.15350086901863758,0,-0.16142818235641715,0,-0.12175843725261093,0,-0.17268308543289923,0,-0.12175843725261093,0
2004.02.14.03.42.39,-0.15115884794078333,0,-0.1777875788438399,0,-0.18882031469917798,0,-0.1670319916397483,0,-0.15115884794078333,0
2004.02.14.03.52.39,-0.14563084494533401,0,-0.18459309458470824,0,-0.06198438789871219,0,-0.1771847605164944,0,-0.06198438789871219,0
2004.02.14.04.02.39,-0.17396452634407567,0,-0.11753002723198253,0,-0.20466844720500393,0,-0.1658495452582227,0,-0.11753002723198253,0
2004.02.14.04.12.39,-0.15330582367084788,0,-0.1393808002652942,0,-0.16164220649582478,0,-0.1467887817875766,0,-0.1393808002652942,0
2004.02.14.04.22.39,-0.16317313596742256,0,-0.09270335479611186,0,-0.13838961511721415,0,-0.17937113187837722,0,-0.09270335479611186,0
2004.02.14.04.32.39,-0.14790776081001866,0,-0.17032007523971793,0,-0.1262616178642258,0,-0.19429818336776983,0,-0.1262616178642258,0
2004.02.14.04.42.39,-0.16050951105627892,0,-0.156081618174099,0,-0.12867315346656638,0,-0.1561082537639733,0,-0.12867315346656638,0
2004.02.14.04.52.39,-0.19342831448034864,0,-0.12084012795800214,0,-0.12380159108760203,0,-0.15065549965696107,0,-0.12084012795800214,0
2004.02.14.05.02.39,-0.1634918648149552,0,-0.15931408552266735,0,-0.06945026083845607,0,-0.1902050419562809,0,-0.06945026083845607,0
2004.02.14.05.12.39,-0.15525246966243428,0,-0.1838615993026414,0,-0.1861070614670159,0,-0.1827616148076866,0,-0.15525246966243428,0
2004.02.14.05.22.39,-0.19735289586971955,0,-0.1148459836803375,0,-0.18775548327211256,0,-0.15473342571560544,0,-0.1148459836803375,0
2004.02.14.05.32.39,-0.1767341697534121,0,-0.20138092732695578,0,-0.16791697243908554,0,-0.2046325254687334,0,-0.16791697243908554,0
2004.02.14.05.42.39,-0.18377798409888108,0,-0.14527693445899076,0,-0.18217714287263143,0,-0.1857550468819888,0,-0.14527693445899076,0
2004.02.14.05.52.39,-0.18010634417300092,0,-0.1537170132985941,0,-0.2011709801960901,0,-0.10739881028466891,0,-0.10739881028466891,0
2004.02.14.06.02.39,-0.179867714990245,0,-0.16835987463036511,0,-0.20914638016016862,0,-0.17667787469120178,0,-0.16835987463036511,0
2004.02.14.06.12.39,-0.14242270784526778,0,-0.0803631526538886,0,-0.20943689957849704,0,-0.17873474546536472,0,-0.0803631526538886,0
2004.02.14.06.22.39,-0.17197881564699896,0,-0.1553033026258262,0,-0.18638805261086316,0,-0.14647813409958554,0,-0.14647813409958554,0
2004.02.14.06.32.39,-0.15666754676153682,0,-0.1438601128960837,0,-0.0863717802096412,0,-0.16706143171985777,0,-0.0863717802096412,0
2004.02.14.06.42.39,-0.15754005393250542,0,-0.18510737692267137,0,-0.21451464181769858,0,-0.16372062239532864,0,-0.15754005393250542,0
2004.02.14.06.52.39,-0.13863006650066423,0,-0.17581909530720352,0,-0.17905240971398007,0,-0.151140606855297,0,-0.13863006650066423,0
2004.02.14.07.02.39,-0.13521249812588404,0,-0.10289698776234224,0,-0.1816662046874266,0,-0.11845306718174342,0,-0.10289698776234224,0
2004.02.14.07.12.39,-0.138669477798109,0,-0.14548657591615638,0,-0.12877762141457866,0,-0.20748891234069128,0,-0.12877762141457866,0
2004.02.14.07.22.39,-0.1374367622241081,0,-0.17828065491961187,0,-0.14828254626770165,0,-0.2005884652924229,0,-0.1374367622241081,0
2004.02.14.07.32.39,-0.11662669236029499,0,-0.17363542839037377,0,-0.2189753188710446,0,-0.19074625253777444,0,-0.11662669236029499,0
2004.02.14.07.42.39,-0.17108597215341292,0,-0.10962406299511368,0,-0.2140902415939538,0,-0.18514919469051494,0,-0.10962406299511368,0
2004.02.14.07.52.39,-0.14543087547066147,0,-0.18804778417110668,0,-0.16744919857259294,0,-0.18517339090672325,0,-0.14543087547066147,0
2004.02.14.08.02.39,-0.1588951476432824,0,-0.15655531089434405,0,-0.15179392988589058,0,-0.17320052157522753,0,-0.15179392988589058,0
2004.02.14.08.12.39,-0.18052462906420091,0,-0.15072874607087727,0,-0.055756785391620545,0,-0.18875551862386059,0,-0.055756785391620545,0
2004.02.14.08.22.39,-0.15100877228023224,0,-0.15483878197258638,0,-0.20189331687032108,0,-0.17772195207953184,0,-0.15100877228023224,0
2004.02.14.08.32.39,-0.09803133287819865,0,-0.18827681014728842,0,-0.1099878903425559,0,-0.1573948588304957,0,-0.09803133287819865,0
2004.02.14.08.42.39,-0.17416314075116746,0,-0.17069736467252655,0,-0.16602903661997465,0,-0.1965921638293543,0,-0.16602903661997465,0
2004.02.14.08.52.39,-0.12714099073916674,0,-0.1651489800537858,0,-0.2051369165331311,0,-0.20024497598157243,0,-0.12714099073916674,0
2004.02.14.09.02.39,-0.17366161494625293,0,-0.18001655266378813,0,-0.1571802098637517,0,-0.18332719039193712,0,-0.1571802098637517,0
2004.02.14.09.12.39,-0.12344765619856002,0,-0.1617016322075696,0,-0.16075589812514807,0,-0.17957264478783108,0,-0.12344765619856002,0
2004.02.14.09.22.39,-0.16533569794180747,0,-0.1093235438833538,0,-0.17046645951121603,0,-0.21195865598965663,0,-0.1093235438833538,0
2004.02.14.09.32.39,-0.16853501811000765,0,-0.13214830569650154,0,-0.15700015275145857,0,-0.16701365872970442,0,-0.13214830569650154,0
2004.02.14.09.42.39,-0.15628175417439588,0,-0.16188935435560942,0,-0.12319776222774748,0,-0.16932639074190836,0,-0.12319776222774748,0
2004.02.14.09.52.39,-0.14053666003074555,0,-0.17309846150969443,0,-0.1885074841577023,0,-0.19855777569864003,0,-0.14053666003074555,0
2004.02.14.10.02.39,-0.1314402049769824,0,-0.14071074788937693,0,-0.1392464786654835,0,-0.17773524026540533,0,-0.1314402049769824,0
2004.02.14.10.12.39,-0.10023399691964813,0,-0.07605213771487679,0,-0.18160211248470864,0,-0.09755507219300369,0,-0.07605213771487679,0
2004.02.14.10.22.39,-0.16204327926218942,0,-0.1888385007425129,0,-0.19360027439600802,0,-0.1658415612409967,0,-0.16204327926218942,0
2004.02.14.10.32.39,-0.13231771355714939,0,-0.13779763669988287,0,-0.17527365992711774,0,-0.18124204063546173,0,-0.13231771355714939,0
2004.02.14.10.42.39,-0.16758213761939245,0,-0.1714678706399162,0,-0.10660612053831725,0,-0.18117582663604614,0,-0.10660612053831725,0
2004.02.14.10.52.39,-0.15071797217385186,0,-0.14565241191799128,0,-0.147398811584165,0,-0.17178795825604448,0,-0.14565241191799128,0
2004.02.14.11.02.39,-0.14283703223533134,0,-0.1753311150036842,0,-0.14430704424673263,0,-0.18398368540483517,0,-0.14283703223533134,0
2004.02.14.11.12.39,-0.17541215698457785,0,-0.1609871810124105,0,-0.12828695121010464,0,-0.1658041927029707,0,-0.12828695121010464,0
2004.02.14.11.22.39,-0.15465780151723452,0,-0.18996252491820925,0,-0.038745619469319426,0,-0.16645876004574,0,-0.038745619469319426,0
2004.02.14.11.32.39,-0.0905459164980495,0,-0.13165139371628443,0,-0.17032521762518077,0,-0.14918232080704258,0,-0.0905459164980495,0
2004.02.14.11.42.39,-0.1732574966439157,0,-0.15471742913463693,0,-0.1709117441014017,0,-0.1735105324924449,0,-0.15471742913463693,0
2004.02.14.11.52.39,-0.18143628478934815,0,-0.15972837698412046,0,-0.09024324543203543,0,-0.18773953388792597,0,-0.09024324543203543,0
2004.02.14.12.02.39,-0.17197140702099273,0,-0.1651259000385487,0,-0.06868223294152354,0,-0.17400428072019908,0,-0.06868223294152354,0
2004.02.14.12.12.39,-0.18339985106440432,0,-0.14453858182295515,0,-0.1584083686474485,0,-0.1360782699508034,0,-0.1360782699508034,0
2004.02.14.12.22.39,-0.13388157635093606,0,-0.16466787130256794,0,-0.09742188452596151,0,-0.18476807625323693,0,-0.09742188452596151,0
2004.02.14.12.32.39,-0.1493488743418263,0,-0.10615933457603055,0,-0.16504746986734692,0,-0.1767746062289567,0,-0.10615933457603055,0
2004.02.14.12.42.39,-0.12649652257262634,0,-0.1754063582791548,0,-0.13973643497011906,0,-0.19446778918308566,0,-0.12649652257262634,0
2004.02.14.12.52.39,-0.17339560527618358,0,-0.14167238004483607,0,-0.20384607058736448,0,-0.15830562773077783,0,-0.14167238004483607,0
2004.02.14.13.02.39,-0.15134598340767197,0,-0.1368881543426057,0,-0.15264487069848165,0,-0.2092174575880048,0,-0.1368881543426057,0
2004.02.14.13.12.39,-0.13230298996028306,0,-0.1435863310618158,0,-0.05366653016736911,0,-0.19504892533060275,0,-0.05366653016736911,0
2004.02.14.13.22.39,-0.16113499667850928,0,-0.16895559701980467,0,-0.14912917899948513,0,-0.20021572949202504,0,-0.14912917899948513,0
2004.02.14.13.32.39,-0.18166789361108154,0,-0.12415753921183392,0,-0.1658837681194021,0,-0.1997993653249216,0,-0.12415753921183392,0
2004.02.14.13.42.39,-0.15414138668289995,0,-0.14617132858662835,0,-0.148368383939169,0,-0.16933820679237088,0,-0.14617132858662835,0
2004.02.14.13.52.39,-0.1913400956051916,0,-0.09933415292212361,0,-0.1814036520889017,0,-0.12003628394222848,0,-0.09933415292212361,0
2004.02.14.14.02.39,-0.1251205648837398,0,-0.15097836437708162,0,-0.16156121770160975,0,-0.10107153516331857,0,-0.10107153516331857,0
2004.02.14.14.12.39,-0.1719656079306302,0,-0.1819216889261207,0,-0.16566509894126302,0,-0.20360196576851042,0,-0.16566509894126302,0
2004.02.14.14.22.39,-0.1455802100091682,0,-0.16546713285889264,0,-0.18371805010281683,0,-0.17049472231226542,0,-0.1455802100091682,0
2004.02.14.14.32.39,-0.13819282822249024,0,-0.04493815458507233,0,-0.1642814149339636,0,-0.18914098027099335,0,-0.04493815458507233,0
2004.02.14.14.42.39,-0.18348939620933663,0,-0.0914841011254926,0,-0.19521071923771505,0,-0.1973740362008528,0,-0.0914841011254926,0
2004.02.14.14.52.39,-0.1473352048003877,0,-0.04455340193980972,0,-0.19334204299297658,0,-0.16771282248855818,0,-0.04455340193980972,0
2004.02.14.15.02.39,-0.16429010236234654,0,-0.14288682097868372,0,-0.14284935923954856,0,-0.17288098303912747,0,-0.14284935923954856,0
2004.02.14.15.12.39,-0.14531876447005648,0,-0.1690450176946509,0,-0.16814360713767457,0,-0.1780686993050592,0,-0.14531876447005648,0
2004.02.14.15.22.39,-0.16582227845943254,0,-0.19219817187416083,0,-0.19496369178410755,0,-0.1950662120387589,0,-0.16582227845943254,0
2004.02.14.15.32.39,-0.10954659273447509,0,-0.05045367988169536,0,-0.15407787714218485,0,-0.10020074946736879,0,-0.05045367988169536,0
2004.02.14.15.42.39,-0.15532230257435814,0,-0.1421882545380565,0,-0.16136439412522274,0,-0.18766661508512789,0,-0.1421882545380565,0
2004.02.14.15.52.39,-0.1755152334265353,0,-0.15182659262761367,0,-0.1558332204847574,0,-0.1817409816276629,0,-0.15182659262761367,0
2004.02.14.16.02.39,-0.18070531215871655,0,0.018968498490282926,1,-0.16511919699697575,0,-0.1506264711852634,0,0.018968498490282926,1
2004.02.14.16.12.39,-0.13178342564879708,0,-0.14442621258015598,0,-0.11245260507936877,0,-0.20744060707688466,0,-0.11245260507936877,0
2004.02.14.16.22.39,-0.1611253959941748,0,-0.18305450650615818,0,-0.17937641944623656,0,-0.17916780671523325,0,-0.1611253959941748,0
2004.02.14.16.32.39,-0.07859969620603285,0,-0.16981165619936534,0,-0.20552616520441097,0,-0.12326358487939554,0,-0.07859969620603285,0
2004.02.14.16.42.39,-0.18714884522427588,0,-0.16337625125976357,0,-0.09504220295334759,0,-0.13357566802319965,0,-0.09504220295334759,0
2004.02.14.16.52.39,-0.0761235501543121,0,-0.15281772891309064,0,-0.13235112241713387,0,-0.1685204575207312,0,-0.0761235501543121,0
2004.02.14.17.02.39,-0.14688374038047736,0,-0.1457087407065511,0,-0.1234737842361407,0,-0.14752927363627671,0,-0.1234737842361407,0
2004.02.14.17.12.39,-0.10516802366632078,0,-0.1651306461856064,0,-0.11796680148858102,0,-0.13199352054801994,0,-0.10516802366632078,0
2004.02.14.17.22.39,-0.16956364839103222,0,-0.15031100091414923,0,-0.17001173867304709,0,-0.18480876288929649,0,-0.15031100091414923,0
2004.02.14.17.32.39,-0.18547918129446406,0,-0.12153924780382247,0,-0.18371604415576914,0,-0.18364345104094992,0,-0.12153924780382247,0
2004.02.14.17.42.39,-0.1804395920704247,0,-0.18257387776487144,0,-0.19629166418228566,0,-0.22233671042580355,0,-0.1804395920704247,0
2004.02.14.17.52.39,-0.1648366649384716,0,-0.047387277375930625,0,-0.18403727965715094,0,-0.1914929315283087,0,-0.047387277375930625,0
2004.02.14.18.02.39,-0.08421914649783374,0,-0.12953412100225364,0,-0.18623753068527177,0,-0.08162770917119355,0,-0.08162770917119355,0
2004.02.14.18.12.39,-0.1563336820561969,0,-0.09788336345727594,0,-0.08594714588970576,0,-0.15438082749171927,0,-0.08594714588970576,0
2004.02.14.18.22.39,-0.14490960439502104,0,-0.16355103956332673,0,-0.09910059908860874,0,-0.1557404297632627,0,-0.09910059908860874,0
2004.02.14.18.32.39,-0.16754268283373724,0,-0.16888092572768287,0,-0.1771112681452504,0,-0.19499913575704098,0,-0.16754268283373724,0
2004.02.14.18.42.39,-0.15525133563786653,0,-0.14852757713232317,0,-0.1732842454328825,0,-0.18531604714031635,0,-0.14852757713232317,0
2004.02.14.18.52.39,-0.1694373333558803,0,-0.16490000475853828,0,-0.1830047075209405,0,-0.20149130550194394,0,-0.16490000475853828,0
2004.02.14.19.02.39,-0.16331586249459096,0,-0.1246827801572093,0,-0.1271939696704934,0,-0.2043160288308894,0,-0.1246827801572093,0
2004.02.14.19.12.39,-0.15557707107745655,0,-0.16639112234279324,0,-0.1823285866985795,0,-0.1800969933497259,0,-0.15557707107745655,0
2004.02.14.19.22.39,-0.168570044634001,0,-0.16581756719701757,0,-0.09739926287348499,0,-0.07739550213168023,0,-0.07739550213168023,0
2004.02.14.19.32.39,-0.18211648680551723,0,-0.1882027439106323,0,-0.18292234790139034,0,-0.19185280774671531,0,-0.18211648680551723,0
2004.02.14.19.42.39,-0.13324587559783435,0,-0.15061314772954582,0,-0.04428325717120818,0,-0.20891563787974698,0,-0.04428325717120818,0
2004.02.14.19.52.39,-0.18107578404825259,0,-0.06972691206967319,0,-0.15127988948637333,0,-0.19787067757037308,0,-0.06972691206967319,0
2004.02.14.20.02.39,-0.14931585482768117,0,-0.1289247554188756,0,-0.1490035114065557,0,-0.18736373932228328,0,-0.1289247554188756,0
2004.02.14.20.12.39,-0.16186977545687364,0,-0.12573834099330333,0,-0.14393969067659296,0,-0.1718827328270484,0,-0.12573834099330333,0
2004.02.14.20.22.39,-0.10118061081956187,0,-0.13880116613237264,0,-0.11915794115445122,0,-0.16466520667000434,0,-0.10118061081956187,0
2004.02.14.20.32.39,-0.18335727182112027,0,-0.08576772348915018,0,-0.13162136467153424,0,-0.17877118665945213,0,-0.08576772348915018,0
2004.02.14.20.42.39,-0.15662298204210012,0,-0.06700873714128497,0,-0.08052326130654486,0,-0.1792994557819475,0,-0.06700873714128497,0
2004.02.14.20.52.39,-0.18280203134374629,0,-0.15665030317670403,0,-0.03681294433142457,0,-0.1772466785503392,0,-0.03681294433142457,0
2004.02.14.21.02.39,-0.15504159016634678,0,-0.16994745357066532,0,-0.1768275786651357,0,-0.19609757919768772,0,-0.15504159016634678,0
2004.02.14.21.12.39,-0.17330577985973455,0,-0.16461573398292018,0,-0.1110121208263038,0,-0.18781930850639156,0,-0.1110121208263038,0
2004.02.14.21.22.39,-0.057180510604626145,0,-0.14136863015938284,0,-0.20152165550635803,0,-0.19864492194397954,0,-0.057180510604626145,0
2004.02.14.21.32.39,-0.17014975291928097,0,-0.14834557069898335,0,-0.12375966262011351,0,-0.1245425369505142,0,-0.12375966262011351,0
2004.02.14.21.42.39,-0.15054419393393964,0,-0.12755802366960772,0,-0.16618717879160894,0,-0.1946757398949518,0,-0.12755802366960772,0
2004.02.14.21.52.39,-0.17956340997046044,0,-0.1741521863012075,0,-0.13605282456570394,0,-0.18508563104687492,0,-0.13605282456570394,0
2004.02.14.22.02.39,-0.10680767281461767,0,-0.09599817108044262,0,-0.1504779610529799,0,-0.09499657735612116,0,-0.09499657735612116,0
2004.02.14.22.12.39,-0.15713964588843948,0,-0.169322850764754,0,-0.20217612443690436,0,-0.14409067923248992,0,-0.14409067923248992,0
2004.02.14.22.22.39,-0.1347552041224978,0,-0.12086061409109372,0,-0.1242618030189111,0,-0.1201476987865096,0,-0.1201476987865096,0
2004.02.14.22.32.39,-0.13907910221626058,0,-0.16321463072981623,0,-0.16039174480987922,0,-0.19727016037494916,0,-0.13907910221626058,0
2004.02.14.22.42.39,-0.14182279410421506,0,-0.1068562672677898,0,-0.10893381597522689,0,-0.16225987676775094,0,-0.1068562672677898,0
2004.02.14.22.52.39,-0.1317852083399111,0,-0.1615794576098778,0,-0.1672487582454551,0,-0.20138375386666824,0,-0.1317852083399111,0
2004.02.14.23.02.39,-0.14328953084362328,0,-0.15231408320189987,0,-0.15404114789344053,0,-0.16712073373913183,0,-0.14328953084362328,0
2004.02.14.23.12.39,-0.06484516690591124,0,-0.13209868403602432,0,-0.10640048099556138,0,-0.16075286733296995,0,-0.06484516690591124,0
2004.02.14.23.22.39,-0.1796309503978486,0,-0.11597625141581819,0,-0.10520085644670246,0,-0.17123813639243107,0,-0.10520085644670246,0
2004.02.14.23.32.39,-0.15151350223196108,0,-0.14839758809844966,0,-0.1384399097317025,0,-0.1567916407559839,0,-0.1384399097317025,0
2004.02.14.23.42.39,-0.16479155756531927,0,-0.15453813392614024,0,-0.18782679133802305,0,-0.2093829427912205,0,-0.15453813392614024,0
2004.02.14.23.52.39,-0.18825592329138474,0,-0.14460336248187233,0,-0.13847933237418714,0,-0.1824713192142381,0,-0.13847933237418714,0
2004.02.15.00.02.39,-0.08490092298612933,0,-0.06517913635996997,0,-0.14824268953747194,0,-0.12690346616909348,0,-0.06517913635996997,0
2004.02.15.00.12.39,-0.18401551564869773,0,-0.13688513551387615,0,-0.18857404145446788,0,-0.1809017372199332,0,-0.13688513551387615,0
2004.02.15.00.22.39,-0.13841276318521611,0,-0.1189473739150495,0,-0.16373947887461782,0,-0.12392416469201178,0,-0.1189473739150495,0
2004.02.15.00.32.39,-0.11446563090722756,0,-0.15541891297399535,0,-0.18776209292335821,0,-0.18589435704551155,0,-0.11446563090722756,0
2004.02.15.00.42.39,-0.18653725609270216,0,-0.16043677156770286,0,-0.09926234835119069,0,-0.1933408515201368,0,-0.09926234835119069,0
2004.02.15.00.52.39,-0.16718873249556437,0,-0.16444918468601982,0,-0.15295207545946876,0,-0.20198872316945427,0,-0.15295207545946876,0
2004.02.15.01.02.39,-0.1789962875693727,0,-0.16913303819573017,0,-0.08123389872036102,0,-0.14697620006586604,0,-0.08123389872036102,0
2004.02.15.01.12.39,-0.18667767507613997,0,-0.1594955896221163,0,-0.16035702078630293,0,-0.17534767131199014,0,-0.1594955896221163,0
2004.02.15.01.22.39,-0.1346287237229954,0,-0.08282227941395875,0,-0.18201352983775243,0,-0.13228941701707764,0,-0.08282227941395875,0
2004.02.15.01.32.39,-0.17498587697817014,0,-0.10518656439196067,0,-0.13805498472642574,0,-0.14841837697425964,0,-0.10518656439196067,0
2004.02.15.01.42.39,-0.16606993296743933,0,-0.16180774322564107,0,-0.20459683134357953,0,-0.14980764672103802,0,-0.14980764672103802,0
