bearing_id,snapshot_idx,anomaly_score,rul_score,top_feature_1,top_feature_2,top_feature_3,probable_fault,rca_context
b1_ch1,605,0.02627553079222511,0.38542014360427856,BPFI band energy (inner race),Spectral entropy,BSF band energy (ball fault),inner race fault,"Bearing: b1_ch1
Snapshot index: 605
Anomaly score: 0.0263
RUL score: 0.3854 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7902 (↓ toward normal)
  - Spectral entropy: -0.6853 (↓ toward normal)
  - BSF band energy (ball fault): -0.6488 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0019 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0019 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0016 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,606,0.04708019719063716,0.38189148902893066,BPFI band energy (inner race),Spectral entropy,BSF band energy (ball fault),inner race fault,"Bearing: b1_ch1
Snapshot index: 606
Anomaly score: 0.0471
RUL score: 0.3819 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7493 (↓ toward normal)
  - Spectral entropy: -0.6615 (↓ toward normal)
  - BSF band energy (ball fault): -0.6494 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0021 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0020 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0017 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,607,0.04171967414818056,0.37989145517349243,Shape factor,BSF band energy (ball fault),Skewness,rolling element (ball) fault,"Bearing: b1_ch1
Snapshot index: 607
Anomaly score: 0.0417
RUL score: 0.3799 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Shape factor: -0.6812 (↓ toward normal)
  - BSF band energy (ball fault): -0.6527 (↓ toward normal)
  - Skewness: -0.6315 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0021 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0020 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0017 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: rolling element (ball) fault"
b1_ch1,608,0.01568377615411698,0.37813591957092285,BPFI band energy (inner race),Shape factor,BSF band energy (ball fault),inner race fault,"Bearing: b1_ch1
Snapshot index: 608
Anomaly score: 0.0157
RUL score: 0.3781 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7031 (↓ toward normal)
  - Shape factor: -0.6951 (↓ toward normal)
  - BSF band energy (ball fault): -0.6704 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0021 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0020 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0018 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,609,0.044565525864619815,0.3787829577922821,Spectral entropy,BSF band energy (ball fault),Shape factor,distributed damage (multiple fault modes),"Bearing: b1_ch1
Snapshot index: 609
Anomaly score: 0.0446
RUL score: 0.3788 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Spectral entropy: -0.6584 (↓ toward normal)
  - BSF band energy (ball fault): -0.6165 (↓ toward normal)
  - Shape factor: -0.5579 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0020 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0020 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0018 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: distributed damage (multiple fault modes)"
b1_ch1,610,0.03949148296064142,0.37804344296455383,BPFI band energy (inner race),Spectral entropy,Shape factor,inner race fault,"Bearing: b1_ch1
Snapshot index: 610
Anomaly score: 0.0395
RUL score: 0.3780 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7697 (↓ toward normal)
  - Spectral entropy: -0.6702 (↓ toward normal)
  - Shape factor: -0.6645 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0019 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0018 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0018 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,611,0.020531893017228908,0.37470072507858276,Shape factor,BSF band energy (ball fault),Spectral entropy,rolling element (ball) fault,"Bearing: b1_ch1
Snapshot index: 611
Anomaly score: 0.0205
RUL score: 0.3747 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Shape factor: -0.7494 (↓ toward normal)
  - BSF band energy (ball fault): -0.6802 (↓ toward normal)
  - Spectral entropy: -0.5877 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0017 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0017 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: rolling element (ball) fault"
b1_ch1,612,0.04967236198444158,0.3757036626338959,BPFI band energy (inner race),Spectral entropy,Shape factor,inner race fault,"Bearing: b1_ch1
Snapshot index: 612
Anomaly score: 0.0497
RUL score: 0.3757 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7720 (↓ toward normal)
  - Spectral entropy: -0.6905 (↓ toward normal)
  - Shape factor: -0.6320 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0016 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0016 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,613,0.0484107020443828,0.3738349378108978,BPFI band energy (inner race),Shape factor,Spectral entropy,inner race fault,"Bearing: b1_ch1
Snapshot index: 613
Anomaly score: 0.0484
RUL score: 0.3738 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.6702 (↓ toward normal)
  - Shape factor: -0.6622 (↓ toward normal)
  - Spectral entropy: -0.6587 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0020 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0018 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0017 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,614,0.06696564924163262,0.3720795512199402,Dominant frequency (Hz),BPFI band energy (inner race),Shape factor,inner race fault,"Bearing: b1_ch1
Snapshot index: 614
Anomaly score: 0.0670
RUL score: 0.3721 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Dominant frequency (Hz): -0.8866 (↓ toward normal)
  - BPFI band energy (inner race): -0.6810 (↓ toward normal)
  - Shape factor: -0.5630 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0017 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0015 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,615,0.05440570757985641,0.373393177986145,BPFI band energy (inner race),Spectral entropy,BSF band energy (ball fault),inner race fault,"Bearing: b1_ch1
Snapshot index: 615
Anomaly score: 0.0544
RUL score: 0.3734 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7951 (↓ toward normal)
  - Spectral entropy: -0.6885 (↓ toward normal)
  - BSF band energy (ball fault): -0.6681 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0017 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0015 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,616,0.0811910393430938,0.37357792258262634,Kurtosis,BPFI band energy (inner race),Peak-to-peak amplitude,impulsive fault (spalling / cracking),"Bearing: b1_ch1
Snapshot index: 616
Anomaly score: 0.0812
RUL score: 0.3736 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Kurtosis: -0.9463 (↓ toward normal)
  - BPFI band energy (inner race): -0.6870 (↓ toward normal)
  - Peak-to-peak amplitude: -0.6515 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0017 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0016 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0014 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: impulsive fault (spalling / cracking)"
b1_ch1,617,0.08549079075750943,0.3699461817741394,Kurtosis,BPFI band energy (inner race),Shape factor,impulsive fault (spalling / cracking),"Bearing: b1_ch1
Snapshot index: 617
Anomaly score: 0.0855
RUL score: 0.3699 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Kurtosis: -0.7472 (↓ toward normal)
  - BPFI band energy (inner race): -0.7153 (↓ toward normal)
  - Shape factor: -0.6497 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0016 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0016 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0013 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: impulsive fault (spalling / cracking)"
b1_ch1,618,0.024672610158422592,0.36445537209510803,Shape factor,Spectral entropy,RMS vibration,distributed damage (multiple fault modes),"Bearing: b1_ch1
Snapshot index: 618
Anomaly score: 0.0247
RUL score: 0.3645 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Shape factor: -0.6891 (↓ toward normal)
  - Spectral entropy: -0.6870 (↓ toward normal)
  - RMS vibration: -0.5081 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0018 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0015 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: distributed damage (multiple fault modes)"
